accession,chrom,start,end,strand,methylation_percent
ENCFF959WCA,chr8,894065,894066,-,69
ENCFF959WCA,chr8,894068,894069,+,0
ENCFF959WCA,chr8,894069,894070,-,75
ENCFF959WCA,chr8,894075,894076,+,0
ENCFF959WCA,chr8,894076,894077,-,44
ENCFF959WCA,chr8,894098,894099,+,0
ENCFF959WCA,chr8,894099,894100,-,11
ENCFF959WCA,chr8,894110,894111,+,0
ENCFF959WCA,chr8,894111,894112,-,75
ENCFF959WCA,chr8,894184,894185,+,40
ENCFF959WCA,chr8,894185,894186,-,11
ENCFF959WCA,chr8,894222,894223,+,63
ENCFF959WCA,chr8,894223,894224,-,18
ENCFF959WCA,chr8,894280,894281,+,91
ENCFF959WCA,chr8,894281,894282,-,65
ENCFF959WCA,chr8,894284,894285,+,55
ENCFF959WCA,chr8,894285,894286,-,61
ENCFF959WCA,chr8,894346,894347,+,56
ENCFF959WCA,chr8,894347,894348,-,77
ENCFF959WCA,chr8,894379,894380,+,6
ENCFF959WCA,chr8,894380,894381,-,14
ENCFF959WCA,chr8,894500,894501,+,48
ENCFF959WCA,chr8,894501,894502,-,50
ENCFF959WCA,chr8,894550,894551,+,50
ENCFF959WCA,chr8,894551,894552,-,36
ENCFF959WCA,chr8,894584,894585,+,33
ENCFF959WCA,chr8,894585,894586,-,31
ENCFF959WCA,chr8,894652,894653,+,0
ENCFF959WCA,chr8,894653,894654,-,0
ENCFF959WCA,chr8,894665,894666,+,100
ENCFF959WCA,chr8,894666,894667,-,50
ENCFF959WCA,chr8,894684,894685,+,0
ENCFF959WCA,chr8,894685,894686,-,71
ENCFF959WCA,chr8,894748,894749,+,0
ENCFF959WCA,chr8,894749,894750,-,20
ENCFF959WCA,chr8,894785,894786,+,0
ENCFF959WCA,chr8,894786,894787,-,100
ENCFF959WCA,chr8,894855,894856,+,0
ENCFF959WCA,chr8,894856,894857,-,0
ENCFF959WCA,chr8,894869,894870,+,0
ENCFF959WCA,chr8,894870,894871,-,0
ENCFF959WCA,chr8,894893,894894,+,0
ENCFF959WCA,chr8,894894,894895,-,0
ENCFF959WCA,chr8,894897,894898,+,0
ENCFF959WCA,chr8,894898,894899,-,0
ENCFF959WCA,chr8,894906,894907,+,0
ENCFF959WCA,chr8,894907,894908,-,0
ENCFF959WCA,chr8,894928,894929,+,0
ENCFF959WCA,chr8,894929,894930,-,0
ENCFF959WCA,chr8,894941,894942,+,0
ENCFF959WCA,chr8,894942,894943,-,0
ENCFF959WCA,chr8,894963,894964,+,0
ENCFF959WCA,chr8,894964,894965,-,100
ENCFF959WCA,chr8,895255,895256,+,11
ENCFF959WCA,chr8,895256,895257,-,6
ENCFF959WCA,chr8,895269,895270,+,50
ENCFF959WCA,chr8,895270,895271,-,38
ENCFF959WCA,chr8,895387,895388,+,32
ENCFF959WCA,chr8,895388,895389,-,40
ENCFF959WCA,chr8,895424,895425,+,13
ENCFF959WCA,chr8,895425,895426,-,39
ENCFF959WCA,chr8,895442,895443,+,10
ENCFF959WCA,chr8,895443,895444,-,25
ENCFF959WCA,chr8,895453,895454,+,16
ENCFF959WCA,chr8,895454,895455,-,13
ENCFF959WCA,chr8,895460,895461,+,12
ENCFF959WCA,chr8,895461,895462,-,33
ENCFF959WCA,chr8,895482,895483,+,0
ENCFF959WCA,chr8,895483,895484,-,36
ENCFF959WCA,chr8,895489,895490,+,23
ENCFF959WCA,chr8,895490,895491,-,38
ENCFF959WCA,chr8,895588,895589,+,63
ENCFF959WCA,chr8,895589,895590,-,86
ENCFF959WCA,chr8,895654,895655,+,21
ENCFF959WCA,chr8,895655,895656,-,0
ENCFF959WCA,chr8,895675,895676,+,31
ENCFF959WCA,chr8,895676,895677,-,0
ENCFF959WCA,chr8,895731,895732,+,80
ENCFF959WCA,chr8,895732,895733,-,20
ENCFF959WCA,chr8,895755,895756,+,72
ENCFF959WCA,chr8,895756,895757,-,0
ENCFF959WCA,chr8,896341,896342,+,100
ENCFF959WCA,chr8,896342,896343,-,80
ENCFF959WCA,chr8,896394,896395,+,75
ENCFF959WCA,chr8,896395,896396,-,100
ENCFF959WCA,chr8,896415,896416,+,67
ENCFF959WCA,chr8,896416,896417,-,80
ENCFF959WCA,chr8,896481,896482,+,0
ENCFF959WCA,chr8,896482,896483,-,0
ENCFF959WCA,chr8,896584,896585,+,0
ENCFF959WCA,chr8,896585,896586,-,100
ENCFF959WCA,chr8,896590,896591,+,100
ENCFF959WCA,chr8,896591,896592,-,67
ENCFF959WCA,chr8,896593,896594,+,67
ENCFF959WCA,chr8,896594,896595,-,100
ENCFF959WCA,chr8,896606,896607,+,33
ENCFF959WCA,chr8,896607,896608,-,25
ENCFF959WCA,chr8,896633,896634,+,0
ENCFF959WCA,chr8,896634,896635,-,25
ENCFF959WCA,chr8,896710,896711,+,33
ENCFF959WCA,chr8,896711,896712,-,79
ENCFF959WCA,chr8,896737,896738,+,67
ENCFF959WCA,chr8,896738,896739,-,90
ENCFF959WCA,chr8,896746,896747,+,100
ENCFF959WCA,chr8,896747,896748,-,91
ENCFF959WCA,chr8,896748,896749,+,100
ENCFF959WCA,chr8,896749,896750,-,91
ENCFF959WCA,chr8,896922,896923,+,72
ENCFF959WCA,chr8,896923,896924,-,94
ENCFF959WCA,chr8,896932,896933,+,71
ENCFF959WCA,chr8,896933,896934,-,93
ENCFF959WCA,chr8,896965,896966,+,91
ENCFF959WCA,chr8,896966,896967,-,45
ENCFF959WCA,chr8,897035,897036,+,40
ENCFF959WCA,chr8,897036,897037,-,29
ENCFF959WCA,chr8,897051,897052,+,48
ENCFF959WCA,chr8,897052,897053,-,58
ENCFF959WCA,chr8,897080,897081,+,86
ENCFF959WCA,chr8,897081,897082,-,40
ENCFF959WCA,chr8,897096,897097,+,83
ENCFF959WCA,chr8,897097,897098,-,100
ENCFF959WCA,chr8,897143,897144,+,60
ENCFF959WCA,chr8,897144,897145,-,33
ENCFF959WCA,chr8,897173,897174,+,75
ENCFF959WCA,chr8,897174,897175,-,11
ENCFF959WCA,chr8,897188,897189,+,20
ENCFF959WCA,chr8,897189,897190,-,6
ENCFF959WCA,chr8,897196,897197,+,80
ENCFF959WCA,chr8,897197,897198,-,24
ENCFF959WCA,chr8,897343,897344,+,53
ENCFF959WCA,chr8,897344,897345,-,24
ENCFF959WCA,chr8,897352,897353,+,83
ENCFF959WCA,chr8,897353,897354,-,58
ENCFF959WCA,chr8,897422,897423,+,35
ENCFF959WCA,chr8,897423,897424,-,20
ENCFF959WCA,chr8,897457,897458,+,26
ENCFF959WCA,chr8,897458,897459,-,33
ENCFF959WCA,chr8,897503,897504,+,0
ENCFF959WCA,chr8,897504,897505,-,0
ENCFF959WCA,chr8,897549,897550,+,80
ENCFF959WCA,chr8,897550,897551,-,100
ENCFF959WCA,chr8,897553,897554,+,73
ENCFF959WCA,chr8,897554,897555,-,25
ENCFF959WCA,chr8,897564,897565,+,100
ENCFF959WCA,chr8,897565,897566,-,100
ENCFF959WCA,chr8,897574,897575,+,50
ENCFF959WCA,chr8,897575,897576,-,100
ENCFF959WCA,chr8,897586,897587,+,87
ENCFF959WCA,chr8,897587,897588,-,100
ENCFF959WCA,chr8,897590,897591,+,36
ENCFF959WCA,chr8,897591,897592,-,100
ENCFF959WCA,chr8,897592,897593,+,82
ENCFF959WCA,chr8,897593,897594,-,0
ENCFF959WCA,chr8,897602,897603,+,60
ENCFF959WCA,chr8,897603,897604,-,100
ENCFF959WCA,chr8,897620,897621,+,0
ENCFF959WCA,chr8,897621,897622,-,0
ENCFF959WCA,chr8,897651,897652,+,0
ENCFF959WCA,chr8,897652,897653,-,0
ENCFF959WCA,chr8,897667,897668,+,0
ENCFF959WCA,chr8,897668,897669,-,0
ENCFF959WCA,chr8,897674,897675,+,0
ENCFF959WCA,chr8,897675,897676,-,0
ENCFF959WCA,chr8,897685,897686,+,0
ENCFF959WCA,chr8,897686,897687,-,0
ENCFF959WCA,chr8,897703,897704,+,25
ENCFF959WCA,chr8,897704,897705,-,0
ENCFF959WCA,chr8,897731,897732,+,33
ENCFF959WCA,chr8,897732,897733,-,0
ENCFF959WCA,chr8,897746,897747,+,33
ENCFF959WCA,chr8,897747,897748,-,0
ENCFF959WCA,chr8,897753,897754,+,29
ENCFF959WCA,chr8,897754,897755,-,25
ENCFF959WCA,chr8,897774,897775,+,0
ENCFF959WCA,chr8,897775,897776,-,0
ENCFF959WCA,chr8,897830,897831,+,0
ENCFF959WCA,chr8,897831,897832,-,10
ENCFF959WCA,chr8,897834,897835,+,14
ENCFF959WCA,chr8,897835,897836,-,8
ENCFF959WCA,chr8,897909,897910,+,6
ENCFF959WCA,chr8,897910,897911,-,40
ENCFF959WCA,chr8,897916,897917,+,59
ENCFF959WCA,chr8,897917,897918,-,40
ENCFF959WCA,chr8,897935,897936,+,29
ENCFF959WCA,chr8,897936,897937,-,48
ENCFF959WCA,chr8,898015,898016,+,5
ENCFF959WCA,chr8,898016,898017,-,20
ENCFF959WCA,chr8,898020,898021,+,0
ENCFF959WCA,chr8,898021,898022,-,19
ENCFF959WCA,chr8,898105,898106,+,61
ENCFF959WCA,chr8,898106,898107,-,86
ENCFF959WCA,chr8,898112,898113,+,43
ENCFF959WCA,chr8,898113,898114,-,67
ENCFF959WCA,chr8,898132,898133,+,54
ENCFF959WCA,chr8,898133,898134,-,42
ENCFF959WCA,chr8,898147,898148,+,96
ENCFF959WCA,chr8,898148,898149,-,100
ENCFF959WCA,chr8,898159,898160,+,96
ENCFF959WCA,chr8,898160,898161,-,100
ENCFF959WCA,chr8,898293,898294,+,0
ENCFF959WCA,chr8,898294,898295,-,45
ENCFF959WCA,chr8,898351,898352,+,33
ENCFF959WCA,chr8,898352,898353,-,82
ENCFF959WCA,chr8,898361,898362,+,17
ENCFF959WCA,chr8,898362,898363,-,78
ENCFF959WCA,chr8,898381,898382,+,50
ENCFF959WCA,chr8,898382,898383,-,75
ENCFF959WCA,chr8,898397,898398,+,67
ENCFF959WCA,chr8,898398,898399,-,65
ENCFF959WCA,chr8,898408,898409,+,83
ENCFF959WCA,chr8,898409,898410,-,59
ENCFF959WCA,chr8,898416,898417,+,50
ENCFF959WCA,chr8,898417,898418,-,72
ENCFF959WCA,chr8,898430,898431,+,69
ENCFF959WCA,chr8,898431,898432,-,78
ENCFF959WCA,chr8,898451,898452,+,92
ENCFF959WCA,chr8,898452,898453,-,85
ENCFF959WCA,chr8,898460,898461,+,81
ENCFF959WCA,chr8,898461,898462,-,68
ENCFF959WCA,chr8,898489,898490,+,53
ENCFF959WCA,chr8,898490,898491,-,44
ENCFF959WCA,chr8,898522,898523,+,56
ENCFF959WCA,chr8,898523,898524,-,54
ENCFF959WCA,chr8,898571,898572,+,27
ENCFF959WCA,chr8,898572,898573,-,57
ENCFF959WCA,chr8,898583,898584,+,40
ENCFF959WCA,chr8,898584,898585,-,57
ENCFF959WCA,chr8,898597,898598,+,80
ENCFF959WCA,chr8,898598,898599,-,94
ENCFF959WCA,chr8,898616,898617,+,100
ENCFF959WCA,chr8,898617,898618,-,100
ENCFF959WCA,chr8,898618,898619,+,78
ENCFF959WCA,chr8,898619,898620,-,76
ENCFF959WCA,chr8,898738,898739,+,0
ENCFF959WCA,chr8,898739,898740,-,11
ENCFF959WCA,chr8,898764,898765,+,53
ENCFF959WCA,chr8,898765,898766,-,83
ENCFF959WCA,chr8,898806,898807,+,8
ENCFF959WCA,chr8,898807,898808,-,36
ENCFF959WCA,chr8,898886,898887,+,8
ENCFF959WCA,chr8,898887,898888,-,71
ENCFF959WCA,chr8,898916,898917,+,50
ENCFF959WCA,chr8,898917,898918,-,36
ENCFF959WCA,chr8,898919,898920,+,7
ENCFF959WCA,chr8,898920,898921,-,0
ENCFF959WCA,chr8,898940,898941,+,53
ENCFF959WCA,chr8,898941,898942,-,31
ENCFF959WCA,chr8,898979,898980,+,43
ENCFF959WCA,chr8,898980,898981,-,53
ENCFF959WCA,chr8,899017,899018,+,0
ENCFF959WCA,chr8,899018,899019,-,12
ENCFF959WCA,chr8,899026,899027,+,0
ENCFF959WCA,chr8,899027,899028,-,0
ENCFF959WCA,chr8,899068,899069,+,0
ENCFF959WCA,chr8,899069,899070,-,17
ENCFF959WCA,chr8,899110,899111,+,20
ENCFF959WCA,chr8,899111,899112,-,90
ENCFF959WCA,chr8,899134,899135,+,20
ENCFF959WCA,chr8,899135,899136,-,44
ENCFF959WCA,chr8,899143,899144,+,75
ENCFF959WCA,chr8,899144,899145,-,70
ENCFF959WCA,chr8,899146,899147,+,50
ENCFF959WCA,chr8,899147,899148,-,59
ENCFF959WCA,chr8,899196,899197,+,33
ENCFF959WCA,chr8,899197,899198,-,12
ENCFF959WCA,chr8,899234,899235,+,14
ENCFF959WCA,chr8,899235,899236,-,35
ENCFF959WCA,chr8,899257,899258,+,71
ENCFF959WCA,chr8,899258,899259,-,18
ENCFF959WCA,chr8,899305,899306,+,40
ENCFF959WCA,chr8,899306,899307,-,0
ENCFF959WCA,chr8,899324,899325,+,30
ENCFF959WCA,chr8,899325,899326,-,0
ENCFF959WCA,chr8,899373,899374,+,21
ENCFF959WCA,chr8,899374,899375,-,0
ENCFF959WCA,chr8,899435,899436,+,31
ENCFF959WCA,chr8,899436,899437,-,43
ENCFF959WCA,chr8,899466,899467,+,47
ENCFF959WCA,chr8,899467,899468,-,23
ENCFF959WCA,chr8,899486,899487,+,33
ENCFF959WCA,chr8,899487,899488,-,44
ENCFF959WCA,chr8,899780,899781,+,10
ENCFF959WCA,chr8,899781,899782,-,13
ENCFF959WCA,chr8,899829,899830,+,45
ENCFF959WCA,chr8,899830,899831,-,44
ENCFF959WCA,chr8,899844,899845,+,29
ENCFF959WCA,chr8,899845,899846,-,60
ENCFF959WCA,chr8,899904,899905,+,56
ENCFF959WCA,chr8,899905,899906,-,75
ENCFF959WCA,chr8,899909,899910,+,59
ENCFF959WCA,chr8,899910,899911,-,0
ENCFF959WCA,chr8,899932,899933,+,68
ENCFF959WCA,chr8,899933,899934,-,71
ENCFF959WCA,chr8,899941,899942,+,68
ENCFF959WCA,chr8,899942,899943,-,88
ENCFF959WCA,chr8,899950,899951,+,86
ENCFF959WCA,chr8,899951,899952,-,100
ENCFF959WCA,chr8,899996,899997,+,74
ENCFF959WCA,chr8,899997,899998,-,90
ENCFF959WCA,chr8,900103,900104,+,0
ENCFF959WCA,chr8,900104,900105,-,83
ENCFF959WCA,chr8,900117,900118,+,0
ENCFF959WCA,chr8,900118,900119,-,100
ENCFF959WCA,chr8,900120,900121,+,100
ENCFF959WCA,chr8,900121,900122,-,82
ENCFF959WCA,chr8,900123,900124,+,100
ENCFF959WCA,chr8,900124,900125,-,91
ENCFF959WCA,chr8,900137,900138,+,100
ENCFF959WCA,chr8,900138,900139,-,100
ENCFF959WCA,chr8,900157,900158,+,33
ENCFF959WCA,chr8,900158,900159,-,90
ENCFF959WCA,chr8,900160,900161,+,33
ENCFF959WCA,chr8,900161,900162,-,100
ENCFF959WCA,chr8,900163,900164,+,0
ENCFF959WCA,chr8,900164,900165,-,88
ENCFF959WCA,chr8,900169,900170,+,33
ENCFF959WCA,chr8,900170,900171,-,100
ENCFF959WCA,chr8,900198,900199,+,0
ENCFF959WCA,chr8,900199,900200,-,71
ENCFF959WCA,chr8,900204,900205,+,0
ENCFF959WCA,chr8,900205,900206,-,17
ENCFF959WCA,chr8,900210,900211,+,67
ENCFF959WCA,chr8,900211,900212,-,67
ENCFF959WCA,chr8,900214,900215,+,0
ENCFF959WCA,chr8,900215,900216,-,67
ENCFF959WCA,chr8,900218,900219,+,33
ENCFF959WCA,chr8,900219,900220,-,67
ENCFF959WCA,chr8,900225,900226,+,0
ENCFF959WCA,chr8,900226,900227,-,60
ENCFF959WCA,chr8,900255,900256,+,100
ENCFF959WCA,chr8,900256,900257,-,57
ENCFF959WCA,chr8,900259,900260,+,100
ENCFF959WCA,chr8,900260,900261,-,89
ENCFF959WCA,chr8,900263,900264,+,100
ENCFF959WCA,chr8,900264,900265,-,50
ENCFF959WCA,chr8,900266,900267,+,0
ENCFF959WCA,chr8,900267,900268,-,63
ENCFF959WCA,chr8,900280,900281,+,0
ENCFF959WCA,chr8,900281,900282,-,56
ENCFF959WCA,chr8,900283,900284,+,100
ENCFF959WCA,chr8,900284,900285,-,100
ENCFF959WCA,chr8,900286,900287,+,100
ENCFF959WCA,chr8,900287,900288,-,88
ENCFF959WCA,chr8,900292,900293,+,100
ENCFF959WCA,chr8,900293,900294,-,88
ENCFF959WCA,chr8,900296,900297,+,100
ENCFF959WCA,chr8,900297,900298,-,89
ENCFF959WCA,chr8,900300,900301,+,100
ENCFF959WCA,chr8,900301,900302,-,90
ENCFF959WCA,chr8,900307,900308,+,100
ENCFF959WCA,chr8,900308,900309,-,80
ENCFF959WCA,chr8,900321,900322,+,100
ENCFF959WCA,chr8,900322,900323,-,90
ENCFF959WCA,chr8,900327,900328,+,0
ENCFF959WCA,chr8,900328,900329,-,78
ENCFF959WCA,chr8,900333,900334,+,0
ENCFF959WCA,chr8,900334,900335,-,100
ENCFF959WCA,chr8,900341,900342,+,0
ENCFF959WCA,chr8,900342,900343,-,77
ENCFF959WCA,chr8,900348,900349,+,0
ENCFF959WCA,chr8,900349,900350,-,46
ENCFF959WCA,chr8,900362,900363,+,100
ENCFF959WCA,chr8,900363,900364,-,31
ENCFF959WCA,chr8,900374,900375,+,100
ENCFF959WCA,chr8,900375,900376,-,50
ENCFF959WCA,chr8,900378,900379,+,100
ENCFF959WCA,chr8,900379,900380,-,36
ENCFF959WCA,chr8,900389,900390,+,0
ENCFF959WCA,chr8,900390,900391,-,29
ENCFF959WCA,chr8,900403,900404,+,100
ENCFF959WCA,chr8,900404,900405,-,33
ENCFF959WCA,chr8,900423,900424,+,100
ENCFF959WCA,chr8,900424,900425,-,43
ENCFF959WCA,chr8,900487,900488,+,0
ENCFF959WCA,chr8,900488,900489,-,50
ENCFF959WCA,chr8,900590,900591,+,0
ENCFF959WCA,chr8,900591,900592,-,11
ENCFF959WCA,chr8,900643,900644,+,42
ENCFF959WCA,chr8,900644,900645,-,39
ENCFF959WCA,chr8,900667,900668,+,27
ENCFF959WCA,chr8,900668,900669,-,40
ENCFF959WCA,chr8,900689,900690,+,16
ENCFF959WCA,chr8,900690,900691,-,33
ENCFF959WCA,chr8,900700,900701,+,21
ENCFF959WCA,chr8,900701,900702,-,16
ENCFF959WCA,chr8,900728,900729,+,0
ENCFF959WCA,chr8,900729,900730,-,0
ENCFF959WCA,chr8,900870,900871,+,36
ENCFF959WCA,chr8,900871,900872,-,0
ENCFF959WCA,chr8,900878,900879,+,13
ENCFF959WCA,chr8,900879,900880,-,20
ENCFF959WCA,chr8,901001,901002,+,59
ENCFF959WCA,chr8,901002,901003,-,38
ENCFF959WCA,chr8,901097,901098,+,27
ENCFF959WCA,chr8,901098,901099,-,40
ENCFF959WCA,chr8,901245,901246,+,9
ENCFF959WCA,chr8,901246,901247,-,58
ENCFF959WCA,chr8,901514,901515,+,59
ENCFF959WCA,chr8,901515,901516,-,63
ENCFF959WCA,chr8,901520,901521,+,84
ENCFF959WCA,chr8,901521,901522,-,89
ENCFF959WCA,chr8,901539,901540,+,62
ENCFF959WCA,chr8,901540,901541,-,75
ENCFF959WCA,chr8,901544,901545,+,76
ENCFF959WCA,chr8,901545,901546,-,47
ENCFF959WCA,chr8,901557,901558,+,50
ENCFF959WCA,chr8,901558,901559,-,67
ENCFF959WCA,chr8,901592,901593,+,38
ENCFF959WCA,chr8,901593,901594,-,50
ENCFF959WCA,chr8,901660,901661,+,100
ENCFF959WCA,chr8,901661,901662,-,92
ENCFF959WCA,chr8,901713,901714,+,22
ENCFF959WCA,chr8,901714,901715,-,0
ENCFF959WCA,chr8,901724,901725,+,13
ENCFF959WCA,chr8,901725,901726,-,0
ENCFF959WCA,chr8,901729,901730,+,11
ENCFF959WCA,chr8,901730,901731,-,0
ENCFF959WCA,chr8,901757,901758,+,19
ENCFF959WCA,chr8,901758,901759,-,36
ENCFF959WCA,chr8,901760,901761,+,57
ENCFF959WCA,chr8,901761,901762,-,27
ENCFF959WCA,chr8,901771,901772,+,55
ENCFF959WCA,chr8,901772,901773,-,32
ENCFF959WCA,chr8,901812,901813,+,75
ENCFF959WCA,chr8,901813,901814,-,73
ENCFF959WCA,chr8,901816,901817,+,88
ENCFF959WCA,chr8,901817,901818,-,73
ENCFF959WCA,chr8,901859,901860,+,63
ENCFF959WCA,chr8,901860,901861,-,55
ENCFF959WCA,chr8,901893,901894,+,79
ENCFF959WCA,chr8,901894,901895,-,74
ENCFF959WCA,chr8,901925,901926,+,47
ENCFF959WCA,chr8,901926,901927,-,36
ENCFF959WCA,chr8,901960,901961,+,23
ENCFF959WCA,chr8,901961,901962,-,24
ENCFF959WCA,chr8,901969,901970,+,31
ENCFF959WCA,chr8,901970,901971,-,38
ENCFF959WCA,chr8,902045,902046,+,56
ENCFF959WCA,chr8,902046,902047,-,100
ENCFF959WCA,chr8,902051,902052,+,67
ENCFF959WCA,chr8,902052,902053,-,75
ENCFF959WCA,chr8,902073,902074,+,64
ENCFF959WCA,chr8,902074,902075,-,50
ENCFF959WCA,chr8,902099,902100,+,58
ENCFF959WCA,chr8,902100,902101,-,80
ENCFF959WCA,chr8,902176,902177,+,86
ENCFF959WCA,chr8,902177,902178,-,100
ENCFF959WCA,chr8,902180,902181,+,93
ENCFF959WCA,chr8,902181,902182,-,100
ENCFF959WCA,chr8,902192,902193,+,93
ENCFF959WCA,chr8,902193,902194,-,100
ENCFF959WCA,chr8,902196,902197,+,85
ENCFF959WCA,chr8,902197,902198,-,91
ENCFF959WCA,chr8,902206,902207,+,20
ENCFF959WCA,chr8,902207,902208,-,30
ENCFF959WCA,chr8,902223,902224,+,73
ENCFF959WCA,chr8,902224,902225,-,25
ENCFF959WCA,chr8,902257,902258,+,50
ENCFF959WCA,chr8,902258,902259,-,33
ENCFF959WCA,chr8,902287,902288,+,100
ENCFF959WCA,chr8,902288,902289,-,100
ENCFF959WCA,chr8,902291,902292,+,71
ENCFF959WCA,chr8,902292,902293,-,62
ENCFF959WCA,chr8,902331,902332,+,100
ENCFF959WCA,chr8,902332,902333,-,100
ENCFF959WCA,chr8,902333,902334,+,100
ENCFF959WCA,chr8,902334,902335,-,100
ENCFF959WCA,chr8,902347,902348,+,100
ENCFF959WCA,chr8,902348,902349,-,93
ENCFF959WCA,chr8,902351,902352,+,100
ENCFF959WCA,chr8,902352,902353,-,93
ENCFF959WCA,chr8,902353,902354,+,100
ENCFF959WCA,chr8,902354,902355,-,93
ENCFF959WCA,chr8,902383,902384,+,100
ENCFF959WCA,chr8,902384,902385,-,100
ENCFF959WCA,chr8,902406,902407,+,0
ENCFF959WCA,chr8,902407,902408,-,60
ENCFF959WCA,chr8,902418,902419,+,0
ENCFF959WCA,chr8,902419,902420,-,57
ENCFF959WCA,chr8,902446,902447,+,0
ENCFF959WCA,chr8,902447,902448,-,100
ENCFF959WCA,chr8,902477,902478,+,100
ENCFF959WCA,chr8,902478,902479,-,100
ENCFF959WCA,chr8,902492,902493,+,100
ENCFF959WCA,chr8,902493,902494,-,100
ENCFF959WCA,chr8,902506,902507,+,100
ENCFF959WCA,chr8,902507,902508,-,100
ENCFF959WCA,chr8,902531,902532,+,100
ENCFF959WCA,chr8,902532,902533,-,100
ENCFF959WCA,chr8,902534,902535,+,100
ENCFF959WCA,chr8,902535,902536,-,100
ENCFF959WCA,chr8,902548,902549,+,100
ENCFF959WCA,chr8,902549,902550,-,100
ENCFF959WCA,chr8,902568,902569,+,100
ENCFF959WCA,chr8,902569,902570,-,0
ENCFF959WCA,chr8,902601,902602,+,100
ENCFF959WCA,chr8,902602,902603,-,0
ENCFF959WCA,chr8,902623,902624,+,0
ENCFF959WCA,chr8,902624,902625,-,0
ENCFF959WCA,chr8,902640,902641,+,0
ENCFF959WCA,chr8,902641,902642,-,0
ENCFF959WCA,chr8,902648,902649,+,0
ENCFF959WCA,chr8,902649,902650,-,0
ENCFF959WCA,chr8,902674,902675,+,0
ENCFF959WCA,chr8,902675,902676,-,100
ENCFF959WCA,chr8,902682,902683,+,0
ENCFF959WCA,chr8,902683,902684,-,100
ENCFF959WCA,chr8,902688,902689,+,0
ENCFF959WCA,chr8,902689,902690,-,50
ENCFF959WCA,chr8,902709,902710,+,0
ENCFF959WCA,chr8,902710,902711,-,100
ENCFF959WCA,chr8,902717,902718,+,0
ENCFF959WCA,chr8,902718,902719,-,100
ENCFF959WCA,chr8,902723,902724,+,0
ENCFF959WCA,chr8,902724,902725,-,100
ENCFF959WCA,chr8,902743,902744,+,0
ENCFF959WCA,chr8,902744,902745,-,100
ENCFF959WCA,chr8,902751,902752,+,0
ENCFF959WCA,chr8,902752,902753,-,100
ENCFF959WCA,chr8,902757,902758,+,0
ENCFF959WCA,chr8,902758,902759,-,100
ENCFF959WCA,chr8,902763,902764,+,0
ENCFF959WCA,chr8,902764,902765,-,100
ENCFF959WCA,chr8,902783,902784,+,0
ENCFF959WCA,chr8,902784,902785,-,0
ENCFF959WCA,chr8,902789,902790,+,0
ENCFF959WCA,chr8,902790,902791,-,100
ENCFF959WCA,chr8,902811,902812,+,0
ENCFF959WCA,chr8,902812,902813,-,100
ENCFF959WCA,chr8,902819,902820,+,0
ENCFF959WCA,chr8,902820,902821,-,0
ENCFF959WCA,chr8,902825,902826,+,0
ENCFF959WCA,chr8,902826,902827,-,100
ENCFF959WCA,chr8,902828,902829,+,0
ENCFF959WCA,chr8,902829,902830,-,0
ENCFF959WCA,chr8,902831,902832,+,0
ENCFF959WCA,chr8,902832,902833,-,100
ENCFF959WCA,chr8,902844,902845,+,0
ENCFF959WCA,chr8,902845,902846,-,100
ENCFF959WCA,chr8,902856,902857,+,0
ENCFF959WCA,chr8,902857,902858,-,100
ENCFF959WCA,chr8,902864,902865,+,0
ENCFF959WCA,chr8,902865,902866,-,67
ENCFF959WCA,chr8,902902,902903,+,0
ENCFF959WCA,chr8,902903,902904,-,100
ENCFF959WCA,chr8,902908,902909,+,0
ENCFF959WCA,chr8,902909,902910,-,100
ENCFF959WCA,chr8,902916,902917,+,0
ENCFF959WCA,chr8,902917,902918,-,100
ENCFF959WCA,chr8,902922,902923,+,0
ENCFF959WCA,chr8,902923,902924,-,100
ENCFF959WCA,chr8,902930,902931,+,0
ENCFF959WCA,chr8,902931,902932,-,100
ENCFF959WCA,chr8,902950,902951,+,0
ENCFF959WCA,chr8,902951,902952,-,100
ENCFF959WCA,chr8,902956,902957,+,0
ENCFF959WCA,chr8,902957,902958,-,100
ENCFF959WCA,chr8,902964,902965,+,0
ENCFF959WCA,chr8,902965,902966,-,50
ENCFF959WCA,chr8,902970,902971,+,0
ENCFF959WCA,chr8,902971,902972,-,50
ENCFF959WCA,chr8,902984,902985,+,0
ENCFF959WCA,chr8,902985,902986,-,0
ENCFF959WCA,chr8,902992,902993,+,0
ENCFF959WCA,chr8,902993,902994,-,100
ENCFF959WCA,chr8,903035,903036,+,100
ENCFF959WCA,chr8,903036,903037,-,100
ENCFF959WCA,chr8,903043,903044,+,0
ENCFF959WCA,chr8,903044,903045,-,33
ENCFF959WCA,chr8,903049,903050,+,100
ENCFF959WCA,chr8,903050,903051,-,100
ENCFF959WCA,chr8,903057,903058,+,100
ENCFF959WCA,chr8,903058,903059,-,50
ENCFF959WCA,chr8,903079,903080,+,100
ENCFF959WCA,chr8,903080,903081,-,100
ENCFF959WCA,chr8,903103,903104,+,100
ENCFF959WCA,chr8,903104,903105,-,100
ENCFF959WCA,chr8,903107,903108,+,100
ENCFF959WCA,chr8,903108,903109,-,100
ENCFF959WCA,chr8,903134,903135,+,100
ENCFF959WCA,chr8,903135,903136,-,100
ENCFF959WCA,chr8,903155,903156,+,100
